m/z	retention_time	p-value	t-score	custom_id
566.24931	9.516	1	0.58704403345	N616
670.28794	10.679	1	0.22347520546666672	N618
716.41323	12.757	1	-0.6774219298666667	N619
678.39776	12.942	1	-0.8845683887166667	N620
1551.21505	19.103	1	-0.6641408987166666	N622
1561.12783	18.794	1	0.017445428866666612	N623
383.17471	11.19	1	1.0395857537	N624
1167.69896	14.724	1	-0.06723144478333334	N627
813.48866	16.522	1	0.35145757395	N628
507.27215	9.726	1	-0.08827253273333327	N629
816.53711	14.056	1	-0.7999660344666666	N630
838.55881	18.08	1	-0.003302166066666685	N631
552.36628	11.545	1	-0.4286348506833333	N633
712.40357	11.322	1	-1.1714348872	N636
385.31382	15.654	0	1.30939818675	N638
1083.49353	16.298	1	0.5772873948666667	N640
702.39748	12.609	1	-0.06243628416666671	N641
764.54475	18.921	1	-0.65099337485	N642
748.40287	11.729	1	-0.9831822150833333	N646
594.30485	10.726	1	0.019951941433333342	N647
692.37697	11.671	1	-0.8301420259833334	N650
1657.12834	18.144	1	0.4823824080666667	N651
596.39241	13.277	1	0.95088860135	N652
905.56317	10.321	1	-0.3372018456333333	N655
870.5831	18.066	1	-0.46407759818333333	N656
686.36603	11.666	1	-0.9306024915333333	N657
381.23123	10.386	1	-0.29306040188333327	N659
764.55255	16.793	1	-0.68490064745	N662
1370.78005	14.46	1	-0.26681604380000007	N664
821.40749	11.793	1	-0.3360091729833333	N666
858.5238	18.091	1	0.4550520263166667	N667
407.18703	10.435	1	0.2682059395833334	N669
616.36098	11.248	1	0.08777165688333338	N671
683.33913	11.227	1	0.5298906051833334	N672
684.40892	12.737	1	-0.4011057436	N677
938.53321	18.796	1	0.7034995354	N680
843.54818	18.408	1	-0.24323986961666666	N682
698.319	11.986	1	0.6090421313666666	N687
627.49802	16.427	0	1.4093534784333335	N688
987.47454	15.588	1	0.33717953781666665	N689
466.29363	10.916	1	0.31610969710000003	N691
648.35116	12.256	1	-0.4598196442500001	N695
349.23553	12.469	1	0.8672878795166665	N696
413.22154	13.406	1	0.7669657138333335	N699
678.60326	19.555	1	0.5054491402333333	N700
678.36145	11.606	1	-0.7362997932166667	N701
898.48063	17.065	1	0.030742947583333374	N702
255.23263	10.449	1	-0.08995663333333333	N703
688.38195	12.608	1	-0.2686841290333334	N704
525.37903	13.029	1	-0.04698301558333334	N705
494.36083	13.038	1	-0.20385710391666662	N706
708.44495	13.727	1	0.46497490255000007	N707
674.36635	11.522	1	-0.7999961047833335	N708
1426.84278	16.023	1	0.17037344064999993	N712
784.47543	14.471	1	-0.0954707350833333	N713
556.31738	10.848	1	1.0305655197166665	N715
585.48544	12.47	1	0.7554994159	N717
1103.65091	10.677	1	0.015004981966666595	N719
622.33492	10.929	1	0.18062443816666654	N720
563.50376	12.465	1	0.13175996164999998	N721
962.533	18.385	1	-0.4496292571666667	N722
929.5326	16.184	0	1.3084269865166667	N724
604.361	11.613	1	-1.1398428577	N725
253.21686	11.195	1	0.77594413155	N730
1527.02778	17.071	1	-0.1187550590666666	N731
862.55611	17.986	1	0.2394901140333333	N735
388.2523	10.192	1	-0.39306737996666663	N737
371.21984	11.671	1	0.3414266295499999	N738
794.56961	19.172	1	0.62615009545	N739
557.31972	10.682	1	0.14307815463333334	N750
1526.02435	17.068	1	0.10407199715000003	N752
751.36518	11.59	1	0.10392532291666672	N754
788.54369	19.193	1	0.4912938775833333	N757
1582.1869	19.153	1	0.5255438317666667	N761
632.35592	12.369	1	0.66459001475	N762
283.26397	11.61	1	0.51251051575	N765
680.61898	20.308	1	-0.13135518103333335	N767
690.60324	19.332	1	-0.2842768540666667	N768
845.56397	19.311	0	1.3788446318666667	N769
778.5373	17.893	1	0.36159181276666663	N771
604.28558	10.885	1	-0.3625074978166667	N773
1560.12407	18.784	1	0.6520600992333333	N774
867.54713	18.164	1	0.35924424075	N775
570.28133	10.362	1	0.6573247101333333	N776
595.42433	12.146	1	0.8690375725666666	N777
801.53769	16.235	1	-0.5177828789833333	N778
944.56116	18.303	1	1.1374926484999999	N779
557.45665	16.122	1	-0.2095602589	N782
646.333	12.204	1	0.19106012948333329	N783
604.32506	11.399	1	-0.3072685533166667	N784
616.28367	11.503	1	0.6633337602	N787
704.33626	11.98	1	0.8415825061833333	N789
696.30362	10.856	1	1.01852508885	N790
602.44502	14.47	1	-0.2815520363	N791
1609.12718	18.363	1	0.07389118476666667	N792
846.5453	19.581	1	-0.19320342163333332	N793
636.25234	9.824	1	0.2656519573833333	N794
577.27526	10.359	1	0.09128672799999993	N798
552.33008	10.287	1	0.9096725508666668	N800
706.42833	12.873	1	0.06558960544999998	N803
590.34553	11.425	1	-0.9910153474666668	N804
419.3525	13.024	1	-0.23509422611666667	N807
297.24332	9.641	1	0.32128431393333334	N808
730.54658	15.412	1	-0.014542290816666647	N814
504.30947	10.837	1	1.0534487960333334	N815
283.26384	13.41	1	0.7140784602333334	N816
669.32447	10.351	1	-0.38593602154999995	N818
