fid	Experimental mass	rt	Platform	Mode	Identifier	Name	Peptide	Halogenated	Plant	NaturalProduct	MDM	Drug	Food	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	kegg_compound	kegg_uri	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX	TP_Class	TP_Class_argmax	TP_max_corr2	TP_max_corr2_Apex	TPMetrics	TPMetrics_rank	_quant_LD2169	_quant_LD2170	_quant_LD2171	_quant_LD2243	_quant_LD2244	_quant_LD2245	_quant_LD2162	_quant_LD2163	_quant_LD2164	_quant_LD2213	_quant_LD2214	_quant_LD2215	_quant_LD2166	_quant_LD2157	_quant_LD2158	_quant_LD2223	_quant_LD2224	_quant_LD2225
N335	590.34549	12.325	C18	NEG	165833	LMSD{ PC 21:1;O2 }								C29H56NO10P	M-H-H2O	609.364183529	0	-2	-2							45374.0	https://metlin.scripps.edu/metabo_info.php?molid=45374	0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]	89947-79-5	13708	PC	PC	[0.8142414860681114]	[660.35073]	18.37772143709281	1	-0.302307309	0.5502616161	-0.4069900751	-0.2802661023	0.4585795997	0.2862637002	0.6277459031	-0.8349091	1.6447872505	1.0246099563	1.3776956519	0.6672656307	-0.2330726971	0.4243618692	0.1765001005	-2.4645412256	-0.5839123782	-1.5818107749
N335	590.34549	12.325	C18	NEG	180816 ; 10860	PC 21:0; LMSD{ PC 21:1;O2 }								C29H56NO10P ; C28H54NO10P	M-H-H2O	609.364187 ; 609.3642	0	-2	-2					LMGP20010006	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20010006	82379.0	https://metlin.scripps.edu/metabo_info.php?molid=82379	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CDZVJFRXJAUXPP-AREMUKBSSA-N	[]		13710 ; 13709	PC	PC	[0.8142414860681114]	[660.35073]	18.37772143709281	1	-0.302307309	0.5502616161	-0.4069900751	-0.2802661023	0.4585795997	0.2862637002	0.6277459031	-0.8349091	1.6447872505	1.0246099563	1.3776956519	0.6672656307	-0.2330726971	0.4243618692	0.1765001005	-2.4645412256	-0.5839123782	-1.5818107749
N126	590.34563	10.667	C18	NEG	4288	LPE 21:0; LMSD{ LPE 21:0 }								C26H54NO7P	M-H+HCOONa	523.363792 // 523.36379 ; 523.363789599 // 523.363789599 // 523.3637704	3	-2	-2					LMGP02050026	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02050026	77692.0	https://metlin.scripps.edu/metabo_info.php?molid=77692	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JPTRRYQAYCFMLQ-RUZDIDTESA-N	[]		3985	PC // LPC // LPE	LPE	[0.9979360165118679, 0.9979360165118679, 0.9979360165118679]	[530.32446, 530.32446, 530.32446]	38.98504764133237	1	0.7309861591	1.3059234761	-1.383201392	1.2004183658	-0.2088530445	1.5232427865	-1.6577054199	0.7865474216	-0.0380618106	0.3346376068	-1.9310524134	-0.3097731096	-0.0422875624	-0.2046215009	-0.5415924996	1.393306489	-0.4803453513	-0.4775682007
N180	592.2649	9.9	C18	NEG	4275	LPE 22:6; LMSD{ LPE 22:6 }								C27H44NO7P	M-H+HCOONa	525.285539279	2	-2	-2			HMDB0011526	http://www.hmdb.ca/metabolites/HMDB0011526	LMGP02050013	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02050013	77679.0	https://metlin.scripps.edu/metabo_info.php?molid=77679	52925132	https://pubchem.ncbi.nlm.nih.gov/compound/52925132	XEVRBOQZSXWGQO-PAUXXPOVSA-N	[]		5701	LPE	LPE	[0.9979360165118679]	[524.2777]	49.6340390935776	1	-0.4726218234	1.2107284813	-1.9782892135	1.1580738985	-0.5256177051	1.3458859923	-1.1049848956	1.1188336938	0.4648169673	0.9432886647	-1.6330273909000002	0.2878759227	0.2691351914	-0.2270430529	0.1581134947	0.8560042633	-0.8736579800000001	-0.9975145085
N107	592.3249	10.888	C18	NEG	182112 ; 182095	LMSD{ PE 23:2;O2 }								C28H52NO10P	M-H	593.332887	1	-2	-2					LMGP20020036 ; LMGP20020019	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20020036 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20020019			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UYWHOTHDXIKERB-ZTUGMGODSA-N ; HNCJTFUKDGQMLS-HAAQQRBASA-N	[]		3512 ; 3513	PE	PE	[0.9628482972136223]	[562.31447]	39.20408195069376	1	-0.5990321545	-2.6934914022000003	1.1870181885	-0.3385133924	0.1526526111	-0.3981238453	0.1076609234	-0.6058829377	1.5505862096	0.7569815520000001	1.0569376165	1.4364911191	0.0417728139	0.2018644799	0.0279499031	-1.1924773665	-0.8148257168	0.1224313984
N465	592.36099	11.296	C18	NEG	182006	LMSD{ LPE O-21:0;O }								C26H56NO7P	M-H+HCOONa	525.379442	3	-2	-2					LMGP02060023	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02060023			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QDZNJWXLLOYCQE-DCWQJPKNSA-N	[]		9978	LPE	LPE	[0.890608875128999]	[506.32504]	30.914359122240125	1	0.0185786503	0.8022636494000001	-1.1166464224	1.3718755247	0.5634239775000001	1.3725933726	-1.1849402887	0.2362359967	-0.1721257004	0.3837505725	-0.8762718766	-0.9801186833	-0.8998372977	-1.0203128807	-1.4787963526	2.0355823558	0.6006451759	0.3441002272
N867	592.36122	12.284	C18	NEG	180831	PC 21:0(OH)								C29H58NO10P	M-H-H2O	611.3798	0	-2	-2									0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		14586	PC	PC	[0.9318885448916409]	[664.38208]	37.05137165462346	1	0.0313100953	-0.4591489684	0.3817643219	-1.2096374014	0.3164449888	-1.2049395242	1.3318234621	-1.9643023064	1.0371300206	-0.2796545838	1.6869582731	0.0049128608	-0.2499095574	1.3017575629	-0.0740943199	-1.4862607205	-0.097713345	0.4744101731
N562	594.28084	10.255	C18	NEG	5517	LPS 22:4; LMSD{ LPS 22:4 }								C28H48NO9P	M+Na-2H	573.306672	1	-2	-2					LMGP03050014	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03050014	78841.0	https://metlin.scripps.edu/metabo_info.php?molid=78841	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JTHCCKGEGXLBGO-BIVCQWAISA-N	[]		11159	LPS	LPS	[0.9380804953560371]	[568.26593]	31.402079979757403	1	-0.7441626196000001	1.2938312489	-1.4998941152	1.2265686573	-0.605023698	1.5503893641	-1.1676336268	0.8808429733	0.6793678911000001	1.0563586788	-1.0530564494	0.1987477207	-0.6343524355	-0.8118725037000001	-0.7353451318	1.3805627823	-0.0836826502	-0.9316460865
N647	594.30485	10.726	C18	NEG	182142	LMSD{ PS 21:1;O }								C27H50NO11P	M-H	595.312152	0	-2	-2					LMGP20040015	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20040015			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WKTXKVFIBCEKJI-RPWUZVMVSA-N	[]		11926	PS	PS	[0.8947368421052632]	[692.33859]	33.007786182105505	1	-0.2004794318	-0.7518706287	0.9813576669	-0.7730754884000001	0.1298600438	-1.3574986888	1.4476424613	-1.2293888466	-1.1424029986	-1.1882648523	1.1491072514	-1.1281111908	-0.1643025237	1.0250679008	0.0859729794	-0.7155997118	0.7607781578	1.8418190536
N123	594.34025	11.008	C18	NEG	180815	PC 20:0								C28H54NO9P	M-H	595.3485	2	-2	-2									0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		3918	PC	PC	[0.9876160990712074]	[608.35584]	34.341827436989824	1	0.1532715522	-2.5305281206	1.196659886	-0.8878413723	0.310391809	-1.0463577351	1.1034983907	-1.2351127622	0.014646698	-0.7052874756	1.3786159587	-0.1169633734	0.0256059954	0.8807675878000001	0.2595453452	-0.6256562151	0.6818407943	1.1429030369
N123	594.34025	11.008	C18	NEG	182065	LMSD{ PC 20:1;O2 }								C28H54NO10P	M-H	595.348537	2	-2	-2					LMGP20010022	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20010022			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	GEUVQGBCEQLWKK-RUZDIDTESA-N	[]		3919	PC	PC	[0.9876160990712074]	[608.35584]	34.341827436989824	1	0.1532715522	-2.5305281206	1.196659886	-0.8878413723	0.310391809	-1.0463577351	1.1034983907	-1.2351127622	0.014646698	-0.7052874756	1.3786159587	-0.1169633734	0.0256059954	0.8807675878000001	0.2595453452	-0.6256562151	0.6818407943	1.1429030369
N160	594.34045	11.842	C18	NEG	180815	PC 20:0								C28H54NO9P	M-H	595.3485	1	-2	-2									0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		5200	PC	PC	[0.9669762641898865]	[634.37122]	37.05618475026451	1	0.0713754699	-2.7620668813	1.2147144419	-0.5938244751	0.5636195663	-0.9180031011	0.7628606028	-1.3681046107	0.0919442232	-0.5316235396	1.3410568511	0.0868418662	-0.2678115807	0.6081989611	0.0103036637	-0.3910575623	0.8598500627000001	1.2217260418
N160	594.34045	11.842	C18	NEG	182065	LMSD{ PC 20:1;O2 }								C28H54NO10P	M-H	595.348537	1	-2	-2					LMGP20010022	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20010022			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	GEUVQGBCEQLWKK-RUZDIDTESA-N	[]		5201	PC	PC	[0.9669762641898865]	[634.37122]	37.05618475026451	1	0.0713754699	-2.7620668813	1.2147144419	-0.5938244751	0.5636195663	-0.9180031011	0.7628606028	-1.3681046107	0.0919442232	-0.5316235396	1.3410568511	0.0868418662	-0.2678115807	0.6081989611	0.0103036637	-0.3910575623	0.8598500627000001	1.2217260418
N482	595.26129	13.099	C18	NEG	163160	Herbimycin								C30H42N2O9	M+Na-2H	574.28903	4	-2	-2	C11225	http://www.genome.jp/dbget-bin/www_bget?cpd:C11225					68926.0	https://metlin.scripps.edu/metabo_info.php?molid=68926	5311102	https://pubchem.ncbi.nlm.nih.gov/compound/5311102	MCAHMSDENAOJFZ-BVXDHVRPSA-N	[]	70563-58-5	10072					0.0	1	-1.0280537522	0.7719249127000001	-1.3325491498	1.8559577225	-1.549172298	0.7918547205	0.5625421339000001	0.7128280168000001	-1.7605373567	0.077429993	-0.2804959984	-0.2252071603	0.8703430429000001	-0.0109134002	-0.8612996544	1.5790601603	-0.2144674688	0.0407555362
N568	596.29627	10.768	C18	NEG	4276	LPE 22:4; LMSD{ LPE 22:4 }								C27H48NO7P	M-H+HCOONa	529.316839407	1	-2	-2			HMDB0011523	http://www.hmdb.ca/metabolites/HMDB0011523	LMGP02050014	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02050014	77680.0	https://metlin.scripps.edu/metabo_info.php?molid=77680	52925133	https://pubchem.ncbi.nlm.nih.gov/compound/52925133	NJHKGJJIKOCCMZ-YMIVKDKMSA-N	[]		11196	LPE	LPE	[0.9834881320949432]	[528.30945]	51.23096134228369	1	-0.7443042099	1.5085185001	-1.4638085093	1.312881422	-0.6433695468	1.4510786797000002	-1.1836994937	0.8110908327	0.4831445204	1.0131527121	-0.6780113517	0.1041838048	-0.5089970807	-0.9596162135	-0.6881070939	1.4020144161	-0.043995135	-1.1721562534
N389	596.35612	12.205	C18	NEG	180830	PC 20:0(OH)								C28H56NO10P	M-H	597.3642	1	-2	-2									0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		8719	PC	PC	[0.9896800825593395]	[578.34563]	46.26137544284643	1	0.2354372568	-3.0925438864	1.2278567933	-0.1598530027	0.9307691153	-0.4054715509	0.2158175633	-1.5859383919	0.2172618721	-0.0701890625	1.126942064	0.0887419125	-0.345735283	0.3200894471	-0.1043681167	-0.2773891427	0.5180330561000001	1.1605393564
N652	596.39241	13.277	C18	NEG	182037	LMSD{ LPS O-23:0;O }								C29H60NO9P	M-H	597.400572	1	-2	-2					LMGP03060021	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03060021			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ZQVWBLVVLOMLJR-UNQNHFTRSA-N	[]		11931	LPS	LPS	[0.675954592363261]	[582.37679]	27.151715282594818	1	-0.5753941220000001	-0.3544054337	-0.7056199036	2.1916693495	0.6556913338	1.0261027896	-1.4931150796	-0.0635091097	-1.1419376113	-0.2135552559	-0.9242456302	0.3690750922	-0.6625223003	0.6778918913	-0.8546550507	1.9060613038	0.7559599195000001	-0.5934921827
N318	597.30343	10.076	C18	NEG	7915	LPI 18:1; LMSD{ LPI 18:1 }								C27H51O12P	M-H	598.311813608 // 598.311818	2	-2	-2					LMGP06050005	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06050005	46747.0	https://metlin.scripps.edu/metabo_info.php?molid=46747	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UGDOFRYHDCDVHD-UCYWEKOQSA-N	[]		7644	PG // LPI	LPI	[0.8513931888544891, 0.8513931888544891]	[621.30343, 621.30343]	25.2539782270709	1	-0.5956695434	-0.0856113783	-0.683407043	0.7765219457	-0.025899778	2.2033977444	-1.7221904328000002	0.4274179205	-1.5829088401	0.2224672137	-1.241100475	0.7500606687	-0.1010350522	0.012532149	0.3715155098	1.8626260525	-0.5336142141	-0.0551024476
N820	597.48414	16.372	C18	NEG	30880	LMSD{ FOH 37:4;O3 }								C37H68O4	M+Na-2H	576.51176 // 576.511760664 // 576.511761	4	-2	-2					LMFA05000691	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA05000691			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	GDIGGEUWHKJEEK-IIVMXCGDSA-N	[]		14086	FAHFA // FOH	FOH	[0.7853457172342622, 0.7997936016511867]	[585.48421, 605.40501]	5.23285693869289	1	-0.5259402473	1.2063376059	-2.5210629446	1.1524582396	-1.5069943146	0.8922313365000001	-0.0232447832	1.1624888475	-0.0439697196	0.4729126884	0.0338637567	-0.5171605854	0.5469135368	-0.464739703	-1.311199194	1.073490996	0.5142898314000001	-0.1406753472
N41	599.3192	10.812	C18	NEG	7914	LPI 18:0; LMSD{ LPI 18:0 }								C27H53O12P	M-H	600.327463672 // 600.327464 // 600.327464145	2	-2	-2			HMDB0240261	http://www.hmdb.ca/metabolites/HMDB0240261	LMGP06050004	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06050004	46746.0	https://metlin.scripps.edu/metabo_info.php?molid=46746	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MXAFDFDAIFZFET-HULSJBAWSA-N	[]		1712	LPI	LPI	[0.9504643962848297]	[667.30667]	37.1797585188311	1	-1.0735891931	0.2325420783	-1.5148553174	0.7701299296	-0.6709576299000001	1.7466866905	-1.198091449	0.6371376229	-1.1393058631	0.1724511536	-0.8575591853000001	-0.6809588094	1.1885614525	1.1240667037	0.3666836388	1.6163014619	0.0613063404	-0.7805496251
N456	599.49971	17.092	C18	NEG	31303 ; 31305 ; 31304	LMSD{ WE 36:2 }								C36H68O2	M-H+HCOONa	532.521931 // 532.521931422	5	-2	-2					LMFA07010153 ; LMFA07010154 ; LMFA07010152	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07010153 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07010154 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07010152	97138.0 ; 97139.0 ; 97140.0	https://metlin.scripps.edu/metabo_info.php?molid=97140 ; https://metlin.scripps.edu/metabo_info.php?molid=97139 ; https://metlin.scripps.edu/metabo_info.php?molid=97138	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XRHTZVUDPQWCBD-MLWYYCKJSA-N ; BARWIPMJPCRCTP-CLFAGFIQSA-N ; GYQHSCDMKLFUOQ-OHNCOSGTSA-N	[]		9840 ; 9841 ; 9842	FA // WE	WE	[0.30856553147574817, 0.30856553147574817]	[597.48414, 597.48414]	0.37821192155197625	1	2.461428058	0.3261703781	-0.0258556622	0.3498259074	-0.9039780056	0.2749209158	0.3689090787	-0.0401134709	-0.7367744044	-0.6117154878000001	1.1301753321	-1.6779172927	-0.4580321802	-1.0274544794	-1.5593584322	0.2012539085	1.1573868709	0.771128966
N223	602.34539	11.782	C18	NEG	182067	LMSD{ PC 22:2;O2 }								C30H56NO10P	M-H-H2O	621.364187	1	-2	-2					LMGP20010026	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20010026			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YTDJKPAWCJSLDU-MEOKJUQFSA-N	[]		6316	PC	PC	[0.9236326109391125]	[618.3403]	36.077967868510186	1	-0.0001335289	-3.5118470599	0.6342790388	-0.2857179458	0.6039754966	-0.5188491335000001	0.3207997044	-1.1004130508	0.6031539167000001	0.3257751425	0.8173134822	0.8341588508000001	0.2121607898	0.5591728518	0.3755241232	-0.7186050989	0.3112374296	0.5380149914
N791	602.44502	14.47	C18	NEG	182273	Sulfobacin								C33H65NO6S	M-H	603.453261	2	-2	-2					LMSP00000021	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMSP00000021			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SIBVETDUXFZAJV-IOWSJCHKSA-N	[]		13676					0.0	1	-0.7384369660000001	1.1805695237	-1.0949663352	1.6227091083	-0.983430281	0.2532828606	0.14238931	2.1276823641	0.1666221289	-0.345576131	-1.0613614336	0.8992838898000001	0.4513482769	-0.3234026643	-0.8974299041	0.2774041201	-1.2627338727	-1.1523909604
N773	604.28558	10.885	C18	NEG	5522	LPS 19:1; LMSD{ LPS 19:1 }								C25H48NO9P	M-H+HCOONa	537.306672	2	-2	-2					LMGP03050019	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03050019	78846.0	https://metlin.scripps.edu/metabo_info.php?molid=78846	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KDKUPWGASYOIMK-MCNIBRDVSA-N	[]		13494	PE // LPS	LPS	[0.9112487100103199, 0.9215686274509803]	[552.29283, 636.35095]	42.78636286799738	1	-0.464956281	-0.6269787875	1.3075510752	-1.1010742465	0.6899305878	-1.2029642522	1.0264652487	-1.7569314564	0.4231021362	-0.6796140717	1.3089519808	0.4545792451	0.243451232	0.8458507437	0.7371685033	-1.571184485	-0.971784015	0.7114580549
N784	604.32506	11.399	C18	NEG	182098	LMSD{ PE 24:3;O2 }								C29H52NO10P	M-H	605.332887	1	-2	-2					LMGP20020022	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20020022			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	RFLSUNZNGCAQEJ-DRTHVRHMSA-N	[]		13661	PE	PE	[0.8844169246646026]	[630.30158]	38.88077249741079	1	-1.0645914714	0.1585497337	1.4577960132	0.5339425250000001	0.7285623722	-0.8737113390000001	0.8908227142	-1.7218298934	0.8154180149	0.8209958714000001	1.3253971916	0.6533552549	-0.8674285318	0.0067523361	-0.7335671187	-1.1333364731	-1.4079230084	0.5693455421
N725	604.361	11.613	C18	NEG	180819	PC 22:0								C30H58NO10P	M-H-H2O	623.3798 // 623.37983 // 623.379837	1	-2	-2									0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		12712	PC // PE // PS	PC	[0.9029927760577915, 0.8968008255933952, 0.9153766769865841]	[664.38205, 578.30891, 692.37697]	35.654834949541566	1	-1.1209247284	-0.9578203572	0.8646897804	-1.3449590926	0.6184980354	-1.9045293777	1.4952913371	-1.3151239395	0.3760273987	0.279356303	1.3724643596	0.7859959472	-0.9574007183	0.9635016933	-0.6145408078	-0.175430603	0.2744678343	0.4026165783
N262	604.36109	12.612	C18	NEG	182066	LMSD{ PC 22:2;O }								C30H56NO9P	M-H	605.369272	1	-2	-2					LMGP20010025	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20010025			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MJNUVNFSRSRQLY-FQGSIFQHSA-N	[]		6929	PC	PC	[0.9442724458204335]	[634.37147]	33.154277749833184	1	0.1445943202	-3.4273431897	1.0508865879	0.0559876849	0.9043351586	-0.1544757758	-0.0378818072	-0.9360083669	0.8797025232000001	0.5078864438	0.9067605585	0.5909183959000001	-0.4247154125	-0.0666168652	-0.3575177543	-0.6204427537	0.3899616511	0.593968601
N262	604.36109	12.612	C18	NEG	180819	PC 22:0								C30H58NO10P	M-H-H2O	623.3798 // 623.37983 // 623.379837	1	-2	-2									0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		6942	PC // PE // PS	PC	[0.9442724458204335, 0.9215686274509803, 0.8596491228070176]	[634.37147, 576.3298, 650.36646]	33.154277749833184	1	0.1445943202	-3.4273431897	1.0508865879	0.0559876849	0.9043351586	-0.1544757758	-0.0378818072	-0.9360083669	0.8797025232000001	0.5078864438	0.9067605585	0.5909183959000001	-0.4247154125	-0.0666168652	-0.3575177543	-0.6204427537	0.3899616511	0.593968601
N210	605.40501	14.41	C18	NEG	30882	LMSD{ FOH 33:4;O7 }				NP				C33H60O8	M+Na-2H	584.428819	3	-2	-2	C08553	http://www.genome.jp/dbget-bin/www_bget?cpd:C08553			LMFA05000693	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA05000693	67059.0	https://metlin.scripps.edu/metabo_info.php?molid=67059	159223	https://pubchem.ncbi.nlm.nih.gov/compound/159223	RFJUKGGHUDCGDN-QWWQXMGCSA-N	[]		6006	FOH	FOH	[0.8555211558307534]	[349.23553]	9.955144551166459	1	-0.5147031892	1.2120953958	-1.295295907	1.7576714016	-0.8581341259	1.6570194166	-0.7032647919	1.2023848876	-0.1914469592	0.9607537001	-1.4797054642	-0.0669028069	0.1761657763	-0.6154002144	-0.7957179622	0.7095682038000001	0.0178820694	-1.1729694303
N382	606.34007	10.926	C18	NEG	182099	LMSD{ PE 24:2;O2 }								C29H54NO10P	M-H	607.348537	2	-2	-2					LMGP20020023	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20020023			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UUWGXMBMKVCUIX-OMCPJLQVSA-N	[]		8644	PE	PE	[0.9050567595459237]	[632.35573]	37.722039060740336	1	-0.6499256929	-2.9342768136	1.5833472717	0.0165901979	0.5677192602000001	-0.0852961558	-0.2466296805	-1.2411412735	0.9479585443	0.3866592873	1.0898388377	1.0612853121	-0.4229486449	0.00875369	-0.1877791382	-0.5586560368	-0.1261201425	0.7906211776000001
N488	606.37659	12.465	C18	NEG	182104	LMSD{ PE 25:1;O }								C30H58NO9P	M-H	607.3849 // 607.384922	2	-2	-2					LMGP20020028	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20020028			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MVAIWYVEWHAGGD-MUUNZHRXSA-N	[]		10076	PC // PE	PE	[0.9463364293085655, 0.9463364293085655]	[646.333, 646.333]	38.76102566218606	1	-0.1297560617	-0.3245320629	1.1790993863	-0.5713880629	0.6327244772	-0.7778785460000001	0.5396230969	-2.7510204212	0.3756704203	-0.07484788	1.5510253883	-0.0254218072	-0.7464736507	0.487338716	-0.1626788015	-1.1990735674	1.1448153045	0.5282420091
N1039	608.25172	10.861	C18	NEG	153640	Gly-Pro-Leu-Gly-Pro								C28H39N5O8	M+Cl	573.27986	4	-2	-2	C03183	http://www.genome.jp/dbget-bin/www_bget?cpd:C03183					65925.0	https://metlin.scripps.edu/metabo_info.php?molid=65925	193354	https://pubchem.ncbi.nlm.nih.gov/compound/193354	DGRDYZZPQWDRBB-FKBYEOEOSA-N	[]	2646-61-9	15640					0.0	1	0.3751321131	0.8665561508	-1.0056266768	1.6313698595	0.4761303199	1.5580437944	-2.025943117	0.9285725864	-0.6237296364	0.5853784248	-1.3564552649	0.0174732742	0.1299914604	-0.7305549115000001	-0.0311889496	1.0003233829	-0.6993193582	-1.0961534522
N150	608.31796	10.703	C18	NEG	182033	LMSD{ LPS O-19:0;O }								C25H52NO9P	M-H+HCOONa	541.337972	0	-2	-2					LMGP03060017	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03060017			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DSQIMWJOWYOZRV-BGTNVORWSA-N	[]		4833	LPS	LPS	[0.9029927760577915]	[540.33037]	39.767330043354626	1	0.1987842205	0.1613734213	-1.9747242238	0.9173415438	-1.671021105	0.9308086114	0.0047861982	1.2303363837	-0.4737522025	-0.2946655552	-0.5493046551	-1.0517195166	1.628707522	0.8268452301	0.7589830279	0.9731985841	-1.0693155562	-0.5466619288
N538	608.31973	11.742	C18	NEG	182093	LMSD{ PE 23:2;O3 }								C28H52NO11P	M-H	609.327802	1	-2	-2					LMGP20020017	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20020017			0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WILWBFQMVWPUNV-IQBDFAPESA-N	[]		10924	PE	PE	[0.8926728586171311]	[550.31489]	38.396260979580305	1	-0.7246627813000001	-0.8098526868	0.8212827133	-0.5363696003	0.9869621277	-1.7506852475	0.4834522814	-2.609764539	-0.1425032126	-0.6456792455	1.2450623576	0.3755479832	-0.0723261646	0.5548616423	-0.0883957352	0.277923354	0.5686675775	1.256626489
N115	608.35584	11.028	C18	NEG	165833	LMSD{ PC 21:1;O2 }								C29H56NO10P	M-H	609.364183529	2	-2	-2							45374.0	https://metlin.scripps.edu/metabo_info.php?molid=45374	0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]	89947-79-5	3864	PC	PC	[0.9876160990712074]	[594.34025]	34.68352829087214	1	0.119397771	-2.5113680572	1.1113895285	-0.8932973117	0.1284033831	-1.0054291063	1.1684141792	-1.2377858684	0.062709843	-0.5718167171	1.4603555686	-0.2458071079	-0.0265912307	0.8430130751	0.3284760894	-0.6362557033	0.6737381031	1.2324535614
N115	608.35584	11.028	C18	NEG	180816 ; 10860	PC 21:0; LMSD{ PC 21:1;O2 }								C29H56NO10P ; C28H54NO10P	M-H	609.364187 ; 609.3642	2	-2	-2					LMGP20010006	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP20010006	82379.0	https://metlin.scripps.edu/metabo_info.php?molid=82379	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CDZVJFRXJAUXPP-AREMUKBSSA-N	[]		3865 ; 3866	PC	PC	[0.9876160990712074]	[594.34025]	34.68352829087214	1	0.119397771	-2.5113680572	1.1113895285	-0.8932973117	0.1284033831	-1.0054291063	1.1684141792	-1.2377858684	0.062709843	-0.5718167171	1.4603555686	-0.2458071079	-0.0265912307	0.8430130751	0.3284760894	-0.6362557033	0.6737381031	1.2324535614
